CUSTOMER_ID,CUSTOMER_NAME,CITY,REGION,SEGMENT,Total_expenditure,total_orders,Repeating_customers,Total_Profit,Profits,Avg_Spending_on_each_Order,Prefered_category,prefered_sub_category,buying_only_discounted,SHIP_MODE,ShipMode_Count,Most_brought_products,quantity_of_products
EM-14200,Evan Minnotte,Virginia Beach,South,Home Office,7336.440000000001,6,Repeated,,435.44199999999955,1222.7400000000002,Furniture,Tables,not always,Standard Class,60,Staples,20
EN-13780,Edward Nazzal,New York City,East,Consumer,43987.31999999997,8,Repeated,9922.262000000004,9922.262000000004,5498.414999999996,Technology,Phones,not always,Same Day,80,Sauder Inglewood Library Bookcases,20
EP-13915,Emily Phan,Chicago,Central,Consumer,103961.29599999987,33,Repeated,,1149.1810000000014,3150.3423030302993,Office Supplies,Paper,not always,Standard Class,480,Xerox 1996,40
ER-13855,Elpida Rittenbach,Saint Paul,Central,Corporate,24915.759999999995,6,Repeated,,-5914.795999999996,4152.626666666666,Office Supplies,Appliances,not always,Second Class,60,Premier Electric Letter Opener,20
ES-14020,Erica Smith,San Francisco,West,Consumer,69892.35999999999,9,Repeated,,19913.626000000007,7765.817777777776,Furniture,Chairs,not always,Standard Class,120,Xerox 1916,20
ES-14080,Erin Smith,Melbourne,South,Corporate,87177.04000000008,17,Repeated,,3595.690000000001,5128.061176470593,Technology,Phones,not always,Standard Class,220,i.Sound Portable Power - 8000 mAh,20
FA-14230,Frank Atkinson,Long Beach,West,Corporate,59609.47999999981,13,Repeated,,10374.658000000023,4585.344615384601,Furniture,Furnishings,not always,Standard Class,130,Wilson Jones Turn Tabs Binder Tool for Ring Binders,20
FC-14245,Frank Carlisle,Lakewood,East,Home Office,68374.83999999984,14,Repeated,,24343.323999999986,4883.917142857131,Office Supplies,Art,not always,Standard Class,180,Xerox 1893,20
FC-14335,Fred Chung,Mesquite,Central,Corporate,75228.81999999995,13,Repeated,,13160.112000000006,5786.832307692303,Office Supplies,Paper,not always,Standard Class,120,Xerox 218,20
FG-14260,Frank Gastineau,San Francisco,West,Home Office,20201.679999999982,12,Repeated,,4751.710000000001,1683.4733333333318,Office Supplies,Binders,not always,Standard Class,130,i.Sound Portable Power - 8000 mAh,20
FH-14275,Frank Hawley,La Porte,Central,Corporate,72871.95999999986,18,Repeated,,18493.66800000002,4048.4422222222147,Office Supplies,Binders,not always,Second Class,190,Xerox 1896,20
FH-14350,Fred Harton,Seattle,West,Consumer,45425.67999999998,8,Repeated,,14125.779999999962,5678.209999999997,Office Supplies,Paper,not always,Standard Class,220,Xerox 1962,20
FH-14365,Fred Hopkins,Philadelphia,East,Corporate,135474.4999999998,15,Repeated,,42730.18699999993,9031.63333333332,Office Supplies,Storage,not always,Standard Class,120,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",20
FM-14215,Filia McAdams,Dublin,East,Corporate,41161.259999999944,18,Repeated,,2705.861999999999,2286.7366666666635,Office Supplies,Paper,not always,Standard Class,150,Xerox 227,20
FM-14290,Frank Merwin,Los Angeles,West,Home Office,72955.96,17,Repeated,,3732.3499999999935,4291.52705882353,Office Supplies,Paper,not always,Standard Class,190,Xerox 1952,20
FM-14380,Fred McMath,Aurora,West,Consumer,50465.31999999999,18,Repeated,,3829.796000000002,2803.6288888888885,Technology,Accessories,not always,Standard Class,180,Vtech CS6719,20
FO-14305,Frank Olsen,New York City,East,Consumer,39155.75999999996,19,Repeated,,1861.7280000000023,2060.8294736842086,Office Supplies,Binders,not always,Standard Class,220,Fiskars Spring-Action Scissors,40
FP-14320,Frank Preis,Los Angeles,West,Consumer,69742.03999999998,14,Repeated,,6748.931999999996,4981.574285714284,Furniture,Tables,not always,Standard Class,220,Strathmore Photo Mount Cards,20
FW-14395,Fred Wasserman,Huntsville,South,Corporate,1594.9999999999984,6,Repeated,469.82600000000065,469.82600000000065,265.8333333333331,Office Supplies,Art,not always,Standard Class,20,Newell 316,20
GA-14515,George Ashbrook,San Francisco,West,Consumer,77918.88,14,Repeated,16593.87399999999,16593.87399999999,5565.634285714286,Office Supplies,Paper,not always,Standard Class,190,Xerox 1907,20
GA-14725,Guy Armstrong,Lorain,East,Consumer,20278.599999999966,19,Repeated,,1717.3070000000005,1067.2947368421035,Office Supplies,Binders,not always,Standard Class,240,Xerox 201,20
GB-14530,George Bell,Auburn,East,Corporate,29253.040000000005,21,Repeated,,488.69599999999997,1393.001904761905,Furniture,Furnishings,not always,Standard Class,270,Things To Do Today Pad,40
GB-14575,Giulietta Baptist,Philadelphia,East,Consumer,94325.76000000007,10,Repeated,22716.785999999982,22716.785999999982,9432.576000000006,Office Supplies,Paper,not always,Standard Class,320,Xerox 1997,20
GD-14590,Giulietta Dortch,Philadelphia,East,Corporate,37288.2,7,Repeated,,4398.718000000002,5326.885714285714,Office Supplies,Binders,not always,Standard Class,40,Xerox 1972,20
GG-14650,Greg Guthrie,Bristol,South,Corporate,34400.64000000001,17,Repeated,,-971.4649999999995,2023.5670588235298,Office Supplies,Binders,not always,Standard Class,270,Staples,30
GH-14410,Gary Hansen,Glendale,West,Home Office,54772.060000000005,16,Repeated,,-12070.08400000001,3423.2537500000003,Office Supplies,Binders,not always,Standard Class,210,Tuff Stuff Recycled Round Ring Binders,20
GH-14425,Gary Hwang,Tucson,West,Consumer,50551.759999999995,7,Repeated,,12796.931999999988,7221.679999999999,Office Supplies,Paper,not always,Standard Class,170,Xerox 1970,20
GH-14485,Gene Hale,Richardson,Central,Corporate,27224.879999999994,4,Repeated,,-1908.9959999999985,6806.219999999998,Furniture,Furnishings,always,First Class,40,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",20
GH-14665,Greg Hansen,Round Rock,Central,Consumer,2938.816000000001,4,Repeated,,-116.20399999999994,734.7040000000003,Furniture,Bookcases,always,Standard Class,40,Stanley Bostitch Contemporary Electric Pencil Sharpeners,20
GK-14620,Grace Kelly,Hesperia,West,Corporate,122984.04000000004,16,Repeated,28541.936000000012,28541.936000000012,7686.502500000002,Technology,Phones,not always,Standard Class,130,Xerox 225,20
GM-14440,Gary McGarr,San Francisco,West,Consumer,49571.91999999998,12,Repeated,,4917.524000000001,4130.993333333331,Furniture,Chairs,not always,Standard Class,90,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",20
GM-14455,Gary Mitchum,Houston,Central,Home Office,52217.25999999997,10,Repeated,,12704.027999999993,5221.725999999997,Technology,Phones,not always,Standard Class,160,Xerox 189,20
GM-14500,Gene McClure,Providence,East,Consumer,25053.839999999986,19,Repeated,,8799.460000000012,1318.623157894736,Office Supplies,Binders,not always,Standard Class,170,Woodgrain Magazine Files by Perma,20
GM-14680,Greg Matthias,Seattle,West,Consumer,44811.92,10,Repeated,,-1435.64,4481.192,Technology,Phones,not always,Standard Class,150,Polycom SoundPoint Pro SE-225 Corded phone,20
GM-14695,Greg Maxwell,Los Angeles,West,Corporate,78480.11999999992,5,Repeated,,2651.7329999999997,15696.023999999985,Office Supplies,Paper,not always,Standard Class,100,Xerox 1944,20
GP-14740,Guy Phonely,Lancaster,East,Corporate,4281.499999999998,3,Repeated,,996.0319999999992,1427.166666666666,Office Supplies,Binders,not always,Standard Class,90,"Tennsco Lockers, Sand",20
GR-14560,Georgia Rosenberg,San Francisco,West,Corporate,12843.799999999992,2,Repeated,3598.332000000002,3598.332000000002,6421.899999999996,Office Supplies,Labels,not always,Standard Class,50,Xerox 211,10
GT-14635,Grant Thornton,Burlington,South,Corporate,175439.76000000007,5,Repeated,,-79251.27900000004,35087.95200000001,Office Supplies,Binders,not always,Standard Class,50,"Wilson Jones 1"" Hanging DublLock Ring Binders",20
GT-14710,Greg Tran,Houston,Central,Consumer,172484.63999999996,20,Repeated,,35881.98500000004,8624.231999999998,Office Supplies,Paper,not always,Standard Class,390,Xerox 1880,40
GT-14755,Guy Thornton,Harlingen,Central,Consumer,4528.720000000003,8,Repeated,,-122.78400000000002,566.0900000000004,Office Supplies,Paper,not always,Standard Class,80,Xerox 200,20
GW-14605,Giulietta Weimer,Seattle,West,Consumer,36261.76999999999,12,Repeated,,-5407.194999999998,3021.8141666666656,Office Supplies,Binders,not always,Standard Class,100,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,20
GZ-14470,Gary Zandusky,Rochester,Central,Consumer,81710.89999999997,16,Repeated,21250.772,21250.772,5106.931249999998,Furniture,Chairs,not always,Standard Class,140,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),20
GZ-14545,George Zrebassa,Lawrence,East,Corporate,48629.839999999975,7,Repeated,16448.318000000003,16448.318000000003,6947.119999999996,Furniture,Chairs,not always,Standard Class,70,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",20
HA-14905,Helen Abelman,New York City,East,Consumer,39918.319999999985,13,Repeated,,4329.151999999996,3070.639999999999,Furniture,Furnishings,not always,Standard Class,130,Storex Flexible Poly Binders with Double Pockets,20
HA-14920,Helen Andreada,Pasadena,West,Consumer,47028.27999999995,15,Repeated,,2550.2499999999973,3135.218666666663,Office Supplies,Paper,not always,Standard Class,160,Xerox 199,20
HD-14785,Harold Dahlen,Philadelphia,East,Home Office,3806.6800000000003,5,Repeated,,-1048.7340000000008,761.336,Office Supplies,Paper,not always,Standard Class,80,Xerox 200,20
HE-14800,Harold Engle,Chicago,Central,Corporate,17670.64,8,Repeated,5488.055999999995,5488.055999999995,2208.83,Furniture,Furnishings,not always,Standard Class,160,Tensor Track Tree Floor Lamp,40
HF-14995,Herbert Flentye,Indianapolis,Central,Consumer,43897.479999999996,12,Repeated,,-1607.1000000000001,3658.123333333333,Office Supplies,Binders,not always,Standard Class,170,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",20
HG-14845,Harry Greene,Lake Charles,South,Consumer,15013.56,9,Repeated,,2724.051999999996,1668.1733333333332,Office Supplies,Binders,not always,Standard Class,120,Xerox 1916,20
HG-14965,Henry Goldwyn,Los Angeles,West,Corporate,64858.479999999974,22,Repeated,,-55983.774000000034,2948.1127272727263,Office Supplies,Binders,not always,Standard Class,230,XtraLife ClearVue Slant-D Ring Binders by Cardinal,20
HG-15025,Hunter Glantz,Amarillo,Central,Consumer,53774.47999999996,13,Repeated,,9927.671,4136.498461538458,Technology,Accessories,not always,Standard Class,120,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",20
HH-15010,Hilary Holden,San Francisco,West,Corporate,3140.5599999999995,3,Repeated,,1131.9479999999996,1046.8533333333332,Furniture,Furnishings,not always,Second Class,80,"Linden 10"" Round Wall Clock, Black",20
HJ-14875,Heather Jas,Jacksonville,South,Home Office,7162.0,10,Repeated,1973.0960000000023,1973.0960000000023,716.2,Office Supplies,Paper,not always,First Class,80,Xerox 210,20
HK-14890,Heather Kirkland,Franklin,South,Corporate,92640.18000000018,15,Repeated,,16730.30700000002,6176.012000000012,Office Supplies,Paper,not always,Standard Class,260,Xerox 1951,20
HL-15040,Hunter Lopez,Houston,Central,Consumer,238524.05999999988,10,Repeated,107968.26000000007,107968.26000000007,23852.405999999988,Office Supplies,Envelopes,not always,Standard Class,100,Staple envelope,30
HM-14860,Harry Marie,Philadelphia,East,Corporate,157216.43599999958,19,Repeated,,49550.90400000007,8274.549263157873,Furniture,Furnishings,not always,Standard Class,260,Tyvek Side-Opening Peel & Seel Expanding Envelopes,20
HM-14980,Henry MacAllister,New York City,East,Consumer,14725.520000000004,8,Repeated,2345.5099999999998,2345.5099999999998,1840.6900000000005,Office Supplies,Binders,not always,Standard Class,80,Pressboard Hanging Data Binders for Unburst Sheets,20
HP-14815,Harold Pawlan,Fort Worth,Central,Home Office,37287.42000000005,12,Repeated,,6460.454000000001,3107.285000000004,Office Supplies,Binders,not always,Standard Class,120,Xerox 1935,20
HR-14770,Hallie Redmond,Los Angeles,West,Home Office,25926.36,9,Repeated,3695.550000000004,3695.550000000004,2880.706666666667,Technology,Phones,not always,Standard Class,210,Xerox 188,20
HR-14830,Harold Ryan,Seattle,West,Corporate,97760.98000000004,13,Repeated,23141.614000000012,23141.614000000012,7520.0753846153875,Furniture,Chairs,not always,First Class,100,"Tennsco Lockers, Sand",20
HW-14935,Helen Wasserman,San Diego,West,Corporate,186005.08000000034,16,Repeated,,43283.22199999998,11625.317500000021,Technology,Accessories,not always,Second Class,160,Xerox 1996,20
HZ-14950,Henia Zydlo,Columbus,East,Consumer,17730.399999999998,10,Repeated,,-2607.757999999999,1773.0399999999997,Furniture,Furnishings,not always,Standard Class,100,Xerox 1987,20
IG-15085,Ivan Gibson,San Diego,West,Consumer,14258.439999999984,7,Repeated,6126.439999999994,6126.439999999994,2036.9199999999978,Office Supplies,Paper,not always,Standard Class,100,Xerox 1934,20
IL-15100,Ivan Liston,San Francisco,West,Consumer,100617.20000000004,13,Repeated,22369.608000000004,22369.608000000004,7739.7846153846185,Office Supplies,Art,not always,Standard Class,240,Xerox 20,20
IM-15055,Ionia McGrath,Roseville,West,Consumer,57051.799999999974,5,Repeated,19323.018,19323.018,11410.359999999995,Furniture,Furnishings,not always,Same Day,40,Round Ring Binders,20
IM-15070,Irene Maddox,Seattle,West,Consumer,78810.5799999999,13,Repeated,,7887.027000000003,6062.3523076923,Office Supplies,Paper,not always,Standard Class,340,Xerox 1932,20
JA-15970,Joseph Airdo,Phoenix,West,Consumer,120227.35000000015,14,Repeated,,-17357.772000000004,8587.667857142867,Office Supplies,Binders,not always,Standard Class,280,Wilson Jones Turn Tabs Binder Tool for Ring Binders,20
JB-15400,Jennifer Braxton,Chicago,Central,Corporate,35106.02000000003,19,Repeated,,4366.744000000008,1847.6852631578965,Office Supplies,Binders,not always,Standard Class,180,Zebra GX420t Direct Thermal/Thermal Transfer Printer,20
JB-15925,Joni Blumstein,Dublin,East,Consumer,15508.439999999993,5,Repeated,,-6465.369999999997,3101.6879999999987,Furniture,Furnishings,not always,First Class,130,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",20
JB-16000,Joy Bell-,Brownsville,Central,Consumer,12882.375999999995,14,Repeated,,2535.298000000001,920.1697142857139,Office Supplies,Labels,not always,Standard Class,80,Xerox 220,20
JB-16045,Julia Barnett,Columbus,South,Home Office,50362.29999999999,10,Repeated,,4030.370000000007,5036.229999999999,Furniture,Furnishings,not always,Standard Class,160,"Wirebound Service Call Books, 5 1/2"" x 4""",20
JC-15340,Jasper Cacioppo,Los Angeles,West,Consumer,1385.98,7,Repeated,,-20.369000000000007,197.99714285714285,Office Supplies,Binders,not always,Standard Class,70,Tenex Chairmats For Use With Carpeted Floors,20
JC-15385,Jenna Caffey,Kent,West,Consumer,21162.159999999993,2,Repeated,10058.487999999998,10058.487999999998,10581.079999999996,Furniture,Furnishings,not always,Standard Class,80,Micro Innovations USB RF Wireless Keyboard with Mouse,20
JC-15775,John Castell,San Antonio,Central,Consumer,53772.700000000055,16,Repeated,,4950.647999999998,3360.7937500000035,Office Supplies,Paper,not always,Standard Class,150,Xerox 216,20
JC-16105,Julie Creighton,Durham,South,Corporate,12148.699999999993,8,Repeated,3267.0650000000014,3267.0650000000014,1518.5874999999992,Office Supplies,Paper,not always,Standard Class,140,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),20
JD-15790,John Dryer,Coppell,Central,Consumer,43047.039999999986,10,Repeated,,-5331.049999999998,4304.703999999999,Office Supplies,Art,not always,Standard Class,140,Xerox 1977,20
JD-15895,Jonathan Doherty,Philadelphia,East,Corporate,139222.51999999996,19,Repeated,,22949.239999999976,7327.501052631577,Office Supplies,Paper,not always,Second Class,340,Xerox 223,20
JD-16015,Joy Daniels,Chicago,Central,Consumer,6146.839999999996,9,Repeated,,638.0990000000002,682.9822222222217,Office Supplies,Binders,not always,Standard Class,90,Xerox 1880,20
JD-16060,Julia Dunbar,San Francisco,West,Consumer,11789.23999999999,5,Repeated,,2137.498000000001,2357.847999999998,Office Supplies,Binders,not always,Same Day,80,Recycled Steel Personal File for Standard File Folders,20
JD-16150,Justin Deggeller,Minneapolis,Central,Corporate,169252.08499999988,15,Repeated,,32214.87400000002,11283.472333333326,Furniture,Chairs,not always,Standard Class,240,Tenex B1-RE Series Chair Mats for Low Pile Carpets,20
JE-15475,Jeremy Ellison,Troy,East,Consumer,27773.640000000032,12,Repeated,,5524.394000000006,2314.4700000000025,Technology,Accessories,not always,Standard Class,240,Wilson Jones Impact Binders,20
JE-15610,Jim Epp,Milwaukee,Central,Corporate,152171.32000000012,13,Repeated,,32196.082000000028,11705.486153846163,Office Supplies,Binders,not always,First Class,180,Xerox 1940,20
JE-15715,Joe Elijah,Broomfield,West,Consumer,173576.2200000001,19,Repeated,,25842.035999999967,9135.590526315795,Office Supplies,Binders,not always,Standard Class,340,Global Executive Mid-Back Manager's Chair,40
JE-15745,Joel Eaton,Memphis,South,Consumer,133055.78000000003,24,Repeated,,4015.0220000000163,5543.990833333334,Furniture,Chairs,not always,Standard Class,200,"Belkin 19"" Vented Equipment Shelf, Black",40
JE-16165,Justin Ellison,Franklin,Central,Corporate,53944.95999999999,6,Repeated,15792.951999999983,15792.951999999983,8990.826666666666,Office Supplies,Binders,not always,Standard Class,100,Wilson Jones Four-Pocket Poly Binders,20
JF-15190,Jamie Frazer,Los Angeles,West,Consumer,41969.96000000002,13,Repeated,,11128.541999999974,3228.4584615384633,Office Supplies,Binders,not always,Standard Class,270,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",20
JF-15295,Jason Fortune-,Seattle,West,Consumer,16299.719999999998,9,Repeated,,1476.1480000000008,1811.0799999999997,Furniture,Chairs,not always,Standard Class,170,Xerox 206,20
JF-15355,Jay Fein,Austin,Central,Consumer,38236.879999999925,12,Repeated,6603.980000000001,6603.980000000001,3186.4066666666604,Furniture,Chairs,not always,Second Class,180,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,20
JF-15415,Jennifer Ferguson,New York City,East,Consumer,46693.19999999993,10,Repeated,,12431.299999999997,4669.319999999993,Office Supplies,Paper,not always,Same Day,140,iOttie XL Car Mount,20
JF-15490,Jeremy Farry,Seattle,West,Consumer,19092.760000000017,20,Repeated,,-715.2620000000002,954.6380000000008,Furniture,Chairs,not always,Standard Class,200,Xerox 222,20
JF-15565,Jill Fjeld,Dallas,Central,Consumer,79133.27999999994,15,Repeated,,20678.629000000004,5275.551999999996,Technology,Accessories,not always,Second Class,160,Xerox 220,20
JG-15115,Jack Garza,Des Moines,West,Consumer,26475.260000000013,4,Repeated,,6336.878999999992,6618.815000000003,Technology,Phones,not always,Standard Class,80,"Seth Thomas 16"" Steel Case Clock",20
JG-15160,James Galang,Los Angeles,West,Consumer,114475.65999999996,20,Repeated,,24526.382999999973,5723.782999999998,Technology,Phones,not always,Standard Class,170,Xerox 1965,20
JG-15310,Jason Gross,Providence,East,Corporate,44811.600000000035,12,Repeated,,75.95199999999986,3734.300000000003,Furniture,Chairs,not always,Same Day,80,"Wilson Jones 1"" Hanging DublLock Ring Binders",20
JG-15805,John Grady,New York City,East,Corporate,27828.880000000016,9,Repeated,3839.391999999999,3839.391999999999,3092.0977777777794,Office Supplies,Storage,not always,Standard Class,90,Prang Colored Pencils,20
JH-15430,Jennifer Halladay,Burlington,South,Consumer,5628.899999999996,7,Repeated,,-669.4350000000006,804.1285714285708,Office Supplies,Art,always,First Class,80,Staples in misc. colors,20
JH-15820,John Huston,Kent,East,Consumer,10004.0,11,Repeated,,257.512,909.4545454545455,Furniture,Furnishings,not always,Second Class,100,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,20
JH-15910,Jonathan Howell,Los Angeles,West,Consumer,19189.54000000003,14,Repeated,,-271.08999999999963,1370.6814285714306,Technology,Phones,not always,Standard Class,160,Xerox 1948,20
JH-15985,Joseph Holt,Saginaw,Central,Consumer,138492.52000000008,11,Repeated,,-19333.78900000001,12590.229090909097,Office Supplies,Binders,not always,Standard Class,170,"Tennsco Lockers, Gray",20
JH-16180,Justin Hirsh,Pueblo,West,Consumer,45127.879999999976,8,Repeated,,-1939.06,5640.984999999997,Furniture,Chairs,always,Standard Class,80,Premier Automatic Letter Opener,20
JJ-15445,Jennifer Jackson,Los Angeles,West,Consumer,14183.559999999996,10,Repeated,4011.115999999997,4011.115999999997,1418.3559999999995,Office Supplies,Appliances,not always,Standard Class,60,Nortel Meridian M3904 Professional Digital phone,20
JJ-15760,Joel Jenkins,Springfield,South,Home Office,3900.0,4,Repeated,688.9839999999999,688.9839999999999,975.0,Office Supplies,Appliances,not always,Standard Class,40,Nokia Lumia 521 (T-Mobile),20
JK-15205,Jamie Kunitz,San Francisco,West,Consumer,86894.33999999994,9,Repeated,,23921.594999999958,9654.926666666659,Technology,Phones,not always,Standard Class,200,Xerox 1988,20
JK-15325,Jason Klamczynski,Dallas,Central,Corporate,4980.319999999999,5,Repeated,933.5709999999988,933.5709999999988,996.0639999999997,Office Supplies,Envelopes,not always,Second Class,40,Staple envelope,20
JK-15370,Jay Kimmel,Long Beach,West,Consumer,46820.63999999998,15,Repeated,,5310.181000000008,3121.3759999999984,Office Supplies,Appliances,not always,Standard Class,120,Sterilite Officeware Hinged File Box,40
JK-15625,Jim Karlsson,Seattle,West,Consumer,60721.160000000025,10,Repeated,,11980.035000000002,6072.116000000003,Furniture,Chairs,not always,Standard Class,100,Stanley Contemporary Battery Pencil Sharpeners,20
JK-15640,Jim Kriz,New York City,East,Home Office,94863.98,16,Repeated,23348.672000000013,23348.672000000013,5928.99875,Office Supplies,Paper,not always,Same Day,110,Xerox 226,20
JK-15730,Joe Kamberova,Asheville,South,Consumer,70109.04000000007,18,Repeated,,3227.067999999996,3894.9466666666704,Office Supplies,Binders,not always,Standard Class,180,Xerox 1910,20
JK-16090,Juliana Krohn,Omaha,Central,Consumer,74953.36000000002,6,Repeated,,11733.250000000005,12492.22666666667,Office Supplies,Binders,not always,Standard Class,180,"Wilson Jones Hanging View Binder, White, 1""",20
JK-16120,Julie Kriz,Aurora,Central,Home Office,50650.47999999995,19,Repeated,,53.37200000000044,2665.814736842103,Furniture,Furnishings,not always,Standard Class,250,Xerox 1946,20
JL-15130,Jack Lebron,Houston,Central,Consumer,23812.56000000002,10,Repeated,,-4249.771999999997,2381.256000000002,Office Supplies,Appliances,always,Standard Class,170,Sterilite Officeware Hinged File Box,20
JL-15175,James Lanier,Columbia,South,Home Office,26671.020000000015,9,Repeated,,3590.7039999999993,2963.4466666666685,Furniture,Chairs,not always,Standard Class,100,Penpower WorldCard Pro Card Scanner,20
JL-15235,Janet Lee,Chicago,Central,Consumer,43024.799999999996,9,Repeated,,2995.438000000002,4780.533333333333,Furniture,Bookcases,not always,Standard Class,180,Standard Rollaway File with Lock,20
JL-15505,Jeremy Lonsdale,New York City,East,Consumer,62612.27999999994,10,Repeated,,11421.561999999998,6261.227999999994,Office Supplies,Binders,not always,Standard Class,290,Xerox 1881,20
JL-15835,John Lee,Mission Viejo,West,Consumer,163428.64999999985,19,Repeated,,13217.485000000024,8601.507894736835,Office Supplies,Storage,not always,Standard Class,320,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",30
JL-15850,John Lucas,Philadelphia,East,Consumer,54238.800000000054,11,Repeated,,15584.77599999997,4930.800000000005,Office Supplies,Binders,not always,Standard Class,120,Xerox 1894,20
JM-15250,Janet Martin,Charlotte,South,Consumer,63182.439999999944,12,Repeated,,396.4700000000028,5265.203333333328,Office Supplies,Binders,not always,Standard Class,300,Xerox 1936,20
JM-15265,Janet Molinari,New York City,East,Corporate,34321.51999999995,9,Repeated,,9465.305999999997,3813.502222222217,Furniture,Furnishings,not always,Second Class,120,Xerox 1988,20
JM-15535,Jessica Myrick,Philadelphia,East,Consumer,31993.33999999999,13,Repeated,,6540.857999999999,2461.026153846153,Furniture,Bookcases,not always,Standard Class,120,Xerox 228,20
JM-15580,Jill Matthias,Monroe,South,Consumer,6078.959999999997,10,Repeated,,2262.4080000000013,607.8959999999997,Office Supplies,Paper,not always,Standard Class,120,Texas Instruments TI-34 Scientific Calculator,20
JM-15655,Jim Mitchum,Bridgeton,East,Corporate,17085.179999999982,9,Repeated,,2266.8879999999995,1898.3533333333314,Office Supplies,Storage,not always,Standard Class,140,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",20
JM-15865,John Murray,Jamestown,East,Consumer,107013.42000000007,13,Repeated,,19210.540999999972,8231.801538461545,Office Supplies,Paper,not always,Second Class,120,Xerox 1997,20
JM-16195,Justin MacKendrick,Los Angeles,West,Consumer,45762.91999999997,18,Repeated,12340.770999999977,12340.770999999977,2542.3844444444426,Office Supplies,Paper,not always,First Class,140,Xerox 22,20
JO-15145,Jack O'Briant,Philadelphia,East,Corporate,61101.27999999995,14,Repeated,,10617.897000000019,4364.377142857139,Furniture,Bookcases,not always,Standard Class,120,Plastic Binding Combs,20
JO-15280,Jas O'Carroll,Los Angeles,West,Consumer,38615.31999999995,10,Repeated,,4028.976000000004,3861.5319999999947,Office Supplies,Binders,not always,Second Class,130,PowerGen Dual USB Car Charger,20
JO-15550,Jesus Ocampo,Chester,East,Home Office,21816.760000000024,10,Repeated,,3353.4179999999983,2181.676000000002,Office Supplies,Art,not always,First Class,140,Wireless Extenders zBoost YX545 SOHO Signal Booster,20
JP-15460,Jennifer Patt,Oceanside,East,Corporate,33123.17999999993,13,Repeated,,8486.833999999995,2547.9369230769175,Office Supplies,Paper,not always,Standard Class,180,Xerox 22,20
JP-15520,Jeremy Pistek,San Francisco,West,Consumer,57459.81999999992,12,Repeated,,13149.619999999995,4788.318333333326,Office Supplies,Paper,not always,Standard Class,160,Xerox 1931,20
JP-16135,Julie Prescott,Columbus,South,Home Office,33969.55999999998,17,Repeated,,6124.992000000001,1998.2094117647048,Office Supplies,Binders,not always,Standard Class,190,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",20
JR-15670,Jim Radford,Middletown,East,Consumer,23133.160000000014,4,Repeated,,-15703.290000000008,5783.290000000004,Furniture,Bookcases,not always,Standard Class,60,"SAFCO Commercial Wire Shelving, Black",20
JR-15700,Jocasta Rupert,Jacksonville,South,Consumer,17277.599999999995,2,Repeated,2159.6999999999994,2159.6999999999994,8638.799999999997,Technology,Phones,always,Standard Class,20,Wilson SignalBoost 841262 DB PRO Amplifier Kit,20
JR-16210,Justin Ritter,Springfield,East,Corporate,44033.720000000045,10,Repeated,,9047.460000000005,4403.372000000005,Technology,Accessories,not always,Standard Class,160,Xerox 1909,20
JS-15595,Jill Stevenson,Los Angeles,West,Corporate,24730.65999999998,7,Repeated,,-1463.4380000000012,3532.951428571426,Office Supplies,Storage,always,Standard Class,90,Panasonic KX-TG9471B,20
JS-15685,Jim Sink,Los Angeles,West,Corporate,22621.279999999995,8,Repeated,,-1097.384,2827.6599999999994,Office Supplies,Paper,not always,Standard Class,120,Xerox 221,20
JS-15880,John Stevenson,Seattle,West,Consumer,75639.29999999994,9,Repeated,,12246.201000000006,8404.366666666661,Office Supplies,Paper,not always,First Class,100,Xerox 1993,20
JS-15940,Joni Sundaresam,Park Ridge,Central,Home Office,9082.340000000004,8,Repeated,,-6587.399999999995,1135.2925000000005,Furniture,Furnishings,not always,Standard Class,60,Xerox 1970,20
JS-16030,Joy Smith,Houston,Central,Consumer,50135.32000000002,11,Repeated,,-6259.197999999993,4557.756363636366,Furniture,Furnishings,not always,Standard Class,300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",20
JW-15220,Jane Waco,Vancouver,West,Corporate,154434.28000000014,12,Repeated,,43474.188000000046,12869.523333333345,Furniture,Furnishings,not always,Standard Class,260,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",20
